genres,app_name,tags,id
", ', A, c, t, i, o, n, ', ,,  , ', I, n, d, i, e, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",Awesomenauts - Grandmaster Splash Skin,"['Strategy', 'Action', 'Indie']",204307.0
", ', A, c, t, i, o, n, ', ,,  , ', A, d, v, e, n, t, u, r, e, ', ,,  , ', I, n, d, i, e, ', ",Glass Wing,"['Adventure', 'Action', 'Indie', 'Puzzle-Platformer', 'Female Protagonist', 'Horror', 'Psychological Horror', '3D Platformer']",382570.0
", ', A, d, v, e, n, t, u, r, e, ', ,,  , ', I, n, d, i, e, ', ,,  , ', R, P, G, ', ",The Cryptkeepers of Hallowford,"['Adventure', 'RPG', 'Indie', 'Text-Based']",775460.0
", ', A, d, v, e, n, t, u, r, e, ', ,,  , ', C, a, s, u, a, l, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",Quantum Conundrum Soundtrack,"['Strategy', 'Adventure', 'Casual']",204902.0
", ', A, c, t, i, o, n, ', ,,  , ', A, d, v, e, n, t, u, r, e, ', ,,  , ', C, a, s, u, a, l, ', ,,  , ', I, n, d, i, e, ', ",Land it Rocket,"['Action', 'Adventure', 'Indie', 'Casual']",449160.0
", ', A, c, t, i, o, n, ', ,,  , ', I, n, d, i, e, ', ,,  , ', R, P, G, ', ",Transcendence - Eternity Port Expansion,"['Action', 'RPG', 'Indie']",383320.0
", ', A, c, t, i, o, n, ', ",Jet Spanglette (Black) & Jet Spanglette (Red),['Action'],464522.0
", ', A, c, t, i, o, n, ', ,,  , ', R, P, G, ', ",Lords of the Fallen™ Map,"['Action', 'RPG']",328821.0
", ', C, a, s, u, a, l, ', ,,  , ', S, i, m, u, l, a, t, i, o, n, ', ",Rocksmith® 2014 – Green Day - “American Idiot”,"['Casual', 'Simulation']",258366.0
", ', A, d, v, e, n, t, u, r, e, ', ,,  , ', I, n, d, i, e, ', ,,  , ', R, P, G, ', ",SUPER ARMY OF TENTACLES 3: Brian Tries To Draw! Outfit Pack,"['Adventure', 'RPG', 'Indie']",592810.0
", ', A, c, t, i, o, n, ', ,,  , ', F, r, e, e,  , t, o,  , P, l, a, y, ', ,,  , ', I, n, d, i, e, ', ",Formicide,"['Free to Play', 'Indie', 'Action', 'Multiplayer', '2D', 'Great Soundtrack']",434510.0
", ', A, d, v, e, n, t, u, r, e, ', ,,  , ', C, a, s, u, a, l, ', ,,  , ', I, n, d, i, e, ', ,,  , ', R, P, G, ', ",PANIC at Multiverse High!,"['Adventure', 'RPG', 'Indie', 'Casual', 'Visual Novel']",515000.0
", ', S, t, r, a, t, e, g, y, ', ",Total War™: ROME II - Emperor Edition,"['Strategy', 'Historical', 'Turn-Based Strategy', 'Grand Strategy', 'Rome', 'Tactical', 'Multiplayer', 'War', 'Turn-Based', 'Real Time Tactics', 'RTS', 'Singleplayer', 'Turn-Based Tactics', 'Online Co-Op', 'Simulation', 'Co-op', 'Moddable', 'Action', 'Atmospheric', 'Education']",214950.0
", ', I, n, d, i, e, ', ,,  , ', R, P, G, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",Fantasy Grounds - Tropicana: Researchers of the Lost City (Savage Worlds),"['Strategy', 'RPG', 'Indie']",741180.0
", ', D, e, s, i, g, n,  , &, a, m, p, ;,  , I, l, l, u, s, t, r, a, t, i, o, n, ', ,,  , ', W, e, b,  , P, u, b, l, i, s, h, i, n, g, ', ",RPG Maker VX Ace - Royal Tiles Resource Pack,"['Design & Illustration', 'Web Publishing']",291473.0
", ', A, c, t, i, o, n, ', ,,  , ', I, n, d, i, e, ', ",Gunhound EX,"['Mechs', 'Action', 'Indie', 'Side Scroller', 'Anime', ""Shoot 'Em Up"", 'Sci-fi', 'Female Protagonist', 'Robots', 'Singleplayer', '2D', 'Platformer', 'Great Soundtrack', 'Arcade', 'Pixel Graphics', 'Difficult', 'Retro', 'Surreal', 'Story Rich', 'Destruction']",273240.0
", ', I, n, d, i, e, ', ,,  , ', R, P, G, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",Fantasy Grounds - B03: It All Falls Down (PFRPG),"['Strategy', 'RPG', 'Indie']",585980.0
", ', R, a, c, i, n, g, ', ,,  , ', S, i, m, u, l, a, t, i, o, n, ', ,,  , ', S, p, o, r, t, s, ', ",MX vs. ATV Supercross Encore - Supercross Track Pack 4,"['Simulation', 'Racing', 'Sports']",421162.0
", ', R, a, c, i, n, g, ', ,,  , ', S, p, o, r, t, s, ', ",Sonic and All-Stars Racing Transformed: Metal Sonic & Outrun DLC,"['Racing', 'Sports']",229660.0
", ', A, c, t, i, o, n, ', ,,  , ', A, d, v, e, n, t, u, r, e, ', ",Episode Shadow DLC,"['Action', 'Adventure']",715850.0
", ', A, c, t, i, o, n, ', ,,  , ', I, n, d, i, e, ', ",FOTONICA,"['Indie', 'Action', 'Abstract', 'First-Person', 'Great Soundtrack', 'Runner', 'Local Multiplayer', 'Minimalist', 'Parkour']",253290.0
", ', A, c, t, i, o, n, ', ,,  , ', I, n, d, i, e, ', ",Tales of Destruction,"['Indie', 'Action', 'FPS']",486480.0
", ', A, c, t, i, o, n, ', ,,  , ', F, r, e, e,  , t, o,  , P, l, a, y, ', ",Rumble Fighter: Unleashed,"['Free to Play', 'Action', 'Fighting', 'Psychological Horror', 'Anime', 'Multiplayer', ""Beat 'em up""]",357500.0
", ', A, c, t, i, o, n, ', ",The Binding of Isaac: Rebirth,"['Indie', 'Replay Value', 'Rogue-like', 'Difficult', 'Pixel Graphics', 'Great Soundtrack', 'Remake', 'Dungeon Crawler', 'Dark', 'Singleplayer', 'Local Co-Op', '2D', 'Procedural Generation', 'Gore', 'Atmospheric', 'Action', 'Rogue-lite', 'Co-op', 'Twin Stick Shooter', 'Horror']",250900.0
", ', A, d, v, e, n, t, u, r, e, ', ,,  , ', R, P, G, ', ,,  , ', S, i, m, u, l, a, t, i, o, n, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",Metal Waltz: Anime tank girls,"['RPG', 'Strategy', 'Anime', 'Simulation', 'Adventure', 'Free to Play', 'Military', 'Nudity']",581130.0
", ', D, e, s, i, g, n,  , &, a, m, p, ;,  , I, l, l, u, s, t, r, a, t, i, o, n, ', ,,  , ', W, e, b,  , P, u, b, l, i, s, h, i, n, g, ', ",RPG Maker MV - MADO,"['Design & Illustration', 'Web Publishing']",662970.0
", ', A, d, v, e, n, t, u, r, e, ', ,,  , ', I, n, d, i, e, ', ",The Reckoning Day,"['Indie', 'Adventure']",630650.0
", ', C, a, s, u, a, l, ', ,,  , ', I, n, d, i, e, ', ,,  , ', R, P, G, ', ",Heroes of Legionwood - Episode 3,"['RPG', 'Indie', 'Casual']",680160.0
", ', C, a, s, u, a, l, ', ,,  , ', F, r, e, e,  , t, o,  , P, l, a, y, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",Bitardia Cards: Memes of 2ch,"['Free to Play', 'Casual', 'Strategy', 'Memes', 'Card Game']",448310.0
", ', C, a, s, u, a, l, ', ,,  , ', S, i, m, u, l, a, t, i, o, n, ', ",Rocksmith® 2014 – Foreigner - “Double Vision”,"['Casual', 'Simulation']",295014.0
", ', C, a, s, u, a, l, ', ,,  , ', S, i, m, u, l, a, t, i, o, n, ', ",Rocksmith® 2014 – Green Day - “Oh Love”,"['Casual', 'Simulation']",258364.0
", ', A, c, t, i, o, n, ', ",DOA5LR Summer Festival Costume Set,['Action'],547230.0
", ', A, c, t, i, o, n, ', ",救う(SHE SAVE),"['Action', 'Female Protagonist', 'Pixel Graphics']",657260.0
", ', A, c, t, i, o, n, ', ,,  , ', R, a, c, i, n, g, ', ",TRON RUN/r Original Soundtrack,"['Action', 'Racing']",486770.0
", ', C, a, s, u, a, l, ', ,,  , ', S, i, m, u, l, a, t, i, o, n, ', ",Farming Simulator 2013: Väderstad,"['Simulation', 'Casual']",246030.0
", ', I, n, d, i, e, ', ,,  , ', R, P, G, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",Fantasy Grounds - Horns of the Hunted (PFRPG),"['Strategy', 'RPG', 'Indie']",604840.0
", ', A, c, t, i, o, n, ', ,,  , ', I, n, d, i, e, ', ",Final Exam,"['Action', 'Indie', 'Co-op', 'Online Co-Op', ""Beat 'em up"", 'Local Co-Op', 'Side Scroller', 'Platformer', '2D', 'Multiplayer', 'Zombies']",233190.0
", ', A, d, v, e, n, t, u, r, e, ', ",Go! Go! Nippon! 2015,"['Adventure', 'Visual Novel', 'Anime']",397030.0
", ', A, d, v, e, n, t, u, r, e, ', ",Red Spider Chronicle,['Adventure'],673340.0
", ', R, P, G, ', ,,  , ', S, i, m, u, l, a, t, i, o, n, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",Collection - Crusader Kings II: Ultimate Music Pack,"['Strategy', 'RPG', 'Simulation']",616160.0
", ', A, c, t, i, o, n, ', ,,  , ', A, d, v, e, n, t, u, r, e, ', ,,  , ', I, n, d, i, e, ', ",PulseCharge,"['Indie', 'Adventure', 'Action', 'Platformer']",438010.0
", ', A, c, t, i, o, n, ', ,,  , ', I, n, d, i, e, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",Awesomenauts - Double-O Yuri Skin,"['Strategy', 'Action', 'Indie']",204319.0
", ', A, c, t, i, o, n, ', ,,  , ', A, d, v, e, n, t, u, r, e, ', ,,  , ', I, n, d, i, e, ', ",Lil Big Invasion,"['Action', 'Adventure', 'Indie', 'Puzzle', 'Atmospheric', '2D', 'Mouse only', 'Touch-Friendly', 'Cute']",491240.0
", ', S, t, r, a, t, e, g, y, ', ",CoH 2 - German Commander: Fortified Armor Doctrine,['Strategy'],231459.0
", ', A, d, v, e, n, t, u, r, e, ', ,,  , ', C, a, s, u, a, l, ', ,,  , ', I, n, d, i, e, ', ",Bunny Bounce,"['Nudity', 'Sexual Content', 'Casual', 'Adventure', 'Indie', 'Visual Novel', 'Anime']",446610.0
", ', A, c, t, i, o, n, ', ,,  , ', I, n, d, i, e, ', ",Offensive Dimensions: Original Sound Tracks,"['Action', 'Indie']",751890.0
", ', S, i, m, u, l, a, t, i, o, n, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",Stellaris: Plantoids Species Pack,"['Simulation', 'Strategy']",498870.0
", ', A, c, t, i, o, n, ', ,,  , ', C, a, s, u, a, l, ', ,,  , ', I, n, d, i, e, ', ",RFLEX,"['Casual', 'Action', 'Indie', 'Retro', 'Fast-Paced', 'Minimalist', 'Difficult']",392020.0
", ', C, a, s, u, a, l, ', ,,  , ', S, i, m, u, l, a, t, i, o, n, ', ",Rocksmith® 2014 – The Libertines Song Pack,"['Casual', 'Simulation']",294962.0
", ', A, c, t, i, o, n, ', ,,  , ', F, r, e, e,  , t, o,  , P, l, a, y, ', ,,  , ', M, a, s, s, i, v, e, l, y,  , M, u, l, t, i, p, l, a, y, e, r, ', ,,  , ', R, P, G, ', ",sZone - Evil Rabbit,"['Action', 'Free to Play', 'RPG', 'Massively Multiplayer']",572930.0
", ', A, c, t, i, o, n, ', ,,  , ', I, n, d, i, e, ', ",Skullgirls: Color Palette Bundle,"['Indie', 'Action', 'Fighting']",245172.0
", ', S, i, m, u, l, a, t, i, o, n, ', ",Train Simulator: Chatham Main Line - London-Gillingham Route Add-On,['Simulation'],376946.0
", ', F, r, e, e,  , t, o,  , P, l, a, y, ', ,,  , ', S, i, m, u, l, a, t, i, o, n, ', ",Pinball Arcade: Season Five Pro Pack,"['Free to Play', 'Simulation']",394561.0
", ', A, d, v, e, n, t, u, r, e, ', ,,  , ', C, a, s, u, a, l, ', ",realMYST,"['Adventure', 'Puzzle', 'Point & Click', 'Casual', 'Story Rich', 'Classic', 'First-Person', 'Singleplayer', 'FMV', 'Exploration', 'Surreal', 'Steampunk', 'Remake', 'Atmospheric']",63600.0
", ', I, n, d, i, e, ', ,,  , ', R, P, G, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",Blackguards Deluxe Edition,"['RPG', 'Indie', 'Strategy']",261340.0
", ', A, c, t, i, o, n, ', ",Killing Floor - Neon Weapon Pack,['Action'],309991.0
", ', A, c, t, i, o, n, ', ,,  , ', A, d, v, e, n, t, u, r, e, ', ,,  , ', I, n, d, i, e, ', ",White Day - Horror Costume - So-Young Han,"['Action', 'Adventure', 'Indie']",687090.0
", ', A, c, t, i, o, n, ', ",Deus Ex: Invisible War,"['Cyberpunk', 'Action', 'FPS', 'Sci-fi', 'RPG', 'Stealth', 'Singleplayer', 'Transhumanism', 'Female Protagonist', 'First-Person', 'Dystopian', 'Shooter', 'Story Rich', 'Atmospheric', 'Illuminati', 'Classic', 'Action RPG', 'Conspiracy']",6920.0
", ', S, i, m, u, l, a, t, i, o, n, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",Command LIVE - Korean Missile Crisis,"['Strategy', 'Simulation']",584260.0
", ', A, d, v, e, n, t, u, r, e, ', ,,  , ', C, a, s, u, a, l, ', ",World Keepers: Last Resort,"['Casual', 'Adventure', 'Hidden Object']",560750.0
", ', A, c, t, i, o, n, ', ,,  , ', C, a, s, u, a, l, ', ,,  , ', F, r, e, e,  , t, o,  , P, l, a, y, ', ,,  , ', I, n, d, i, e, ', ,,  , ', M, a, s, s, i, v, e, l, y,  , M, u, l, t, i, p, l, a, y, e, r, ', ",Of Guards and Thieves - Founder's Army Pack,"['Action', 'Free to Play', 'Indie', 'Casual', 'Massively Multiplayer']",701980.0
", ', A, c, t, i, o, n, ', ,,  , ', I, n, d, i, e, ', ",Guncraft,"['Action', 'Indie', 'FPS', 'Building', 'Multiplayer', 'Voxel', 'Sandbox', 'Shooter', 'Co-op']",241720.0
", ', F, r, e, e,  , t, o,  , P, l, a, y, ', ,,  , ', I, n, d, i, e, ', ,,  , ', S, i, m, u, l, a, t, i, o, n, ', ",Spec Ops Pack,"['Free to Play', 'Indie', 'Simulation']",393910.0
", ', S, t, r, a, t, e, g, y, ', ",Total War: SHOGUN 2 - Rise of the Samurai Campaign,"['Strategy', 'Historical', 'RTS']",34343.0
", ', A, c, t, i, o, n, ', ,,  , ', A, d, v, e, n, t, u, r, e, ', ,,  , ', I, n, d, i, e, ', ",Eliosi's Hunt,"['Action', 'Adventure', 'Indie', 'Platformer', 'Top-Down Shooter', 'Singleplayer', 'Sci-fi', 'Twin Stick Shooter', 'Shooter', '3D Platformer', 'Top-Down', 'Controller', 'Difficult']",494700.0
", ', F, r, e, e,  , t, o,  , P, l, a, y, ', ,,  , ', I, n, d, i, e, ', ,,  , ', M, a, s, s, i, v, e, l, y,  , M, u, l, t, i, p, l, a, y, e, r, ', ,,  , ', R, P, G, ', ,,  , ', S, i, m, u, l, a, t, i, o, n, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",Kingdom Wars - Starter Pack,"['RPG', 'Massively Multiplayer', 'Indie', 'Simulation', 'Strategy', 'Free to Play']",366330.0
", ', A, d, v, e, n, t, u, r, e, ', ,,  , ', R, P, G, ', ",Challenge of the Five Realms: Spellbound in the World of Nhagardia,"['Adventure', 'RPG', 'Classic']",347240.0
", ', C, a, s, u, a, l, ', ",Bejeweled 2 Deluxe,"['Casual', 'Match 3', 'Puzzle', 'Singleplayer']",3300.0
", ', A, d, v, e, n, t, u, r, e, ', ,,  , ', C, a, s, u, a, l, ', ,,  , ', I, n, d, i, e, ', ,,  , ', R, P, G, ', ,,  , ', S, i, m, u, l, a, t, i, o, n, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",In the name of sin,"['Casual', 'Adventure', 'Simulation', 'Indie', 'RPG', 'Strategy']",682510.0
", ', S, t, r, a, t, e, g, y, ', ",Europa Universalis III: Revolution SpritePack,['Strategy'],25814.0
", ', A, c, t, i, o, n, ', ,,  , ', A, d, v, e, n, t, u, r, e, ', ",Shinsengumi Set,"['Action', 'Adventure']",333817.0
", ', A, c, t, i, o, n, ', ,,  , ', I, n, d, i, e, ', ",Attack of the Labyrinth +,"['Action', 'Indie', 'Arcade', 'Dungeon Crawler']",357830.0
", ', A, c, t, i, o, n, ', ,,  , ', R, P, G, ', ",Tales of Berseria™ - High School Costumes Set,"['Action', 'RPG']",528052.0
", ', A, d, v, e, n, t, u, r, e, ', ,,  , ', I, n, d, i, e, ', ,,  , ', R, P, G, ', ",Ino,"['Adventure', 'Gore', 'Violent', 'Indie', 'RPG', 'RPGMaker', 'Horror']",398140.0
", ', A, c, t, i, o, n, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",Bloons TD 5 - Mystical Apprentice Monkey Skin,"['Strategy', 'Action']",691500.0
", ', S, i, m, u, l, a, t, i, o, n, ', ",Train Simulator: Amtrak® Dash 8-32BWH Loco Add-On,['Simulation'],376931.0
", ', A, c, t, i, o, n, ', ,,  , ', A, d, v, e, n, t, u, r, e, ', ,,  , ', I, n, d, i, e, ', ",Unknown Battle,"['Indie', 'Action', 'Adventure', 'FPS', 'Horror']",443940.0
", ', A, d, v, e, n, t, u, r, e, ', ,,  , ', I, n, d, i, e, ', ,,  , ', R, P, G, ', ",Legend of Miro,"['Adventure', 'Indie', 'RPG', 'Puzzle', 'Story Rich', 'RPGMaker']",469980.0
", ', D, e, s, i, g, n,  , &, a, m, p, ;,  , I, l, l, u, s, t, r, a, t, i, o, n, ', ,,  , ', U, t, i, l, i, t, i, e, s, ', ,,  , ', W, e, b,  , P, u, b, l, i, s, h, i, n, g, ', ",RPG Maker MV - Epic Strings,"['Design & Illustration', 'Web Publishing', 'Utilities', 'Audio Production', 'Music']",525284.0
", ', S, i, m, u, l, a, t, i, o, n, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",Order of Battle: Blitzkrieg,"['Strategy', 'Simulation', 'World War II']",528620.0
", ', A, c, t, i, o, n, ', ",Killing Floor - Golden Weapons Pack,['Action'],210938.0
", ', F, r, e, e,  , t, o,  , P, l, a, y, ', ,,  , ', R, P, G, ', ",Jesus Christ RPG Trilogy Soundtrack,"['RPG', 'Free to Play']",455451.0
", ', I, n, d, i, e, ', ,,  , ', R, P, G, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",Fantasy Grounds -  Mini-Dungeon #001: Buried Council Chambers (PFRPG),"['Strategy', 'RPG', 'Indie']",560140.0
", ', A, c, t, i, o, n, ', ,,  , ', A, d, v, e, n, t, u, r, e, ', ",Sleeping Dogs: Ghost Pig,"['Action', 'Adventure', 'Free to Play']",216330.0
", ', I, n, d, i, e, ', ,,  , ', R, P, G, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",Telepath Tactics,"['Strategy', 'RPG', 'Indie', 'Turn-Based Tactics', 'Turn-Based', 'Tactical RPG']",357940.0
", ', S, t, r, a, t, e, g, y, ', ",CoH 2 - German Commander: Elite Troops Doctrine,['Strategy'],249088.0
", ', I, n, d, i, e, ', ",Shotgun Raiders,"['Indie', 'Platformer', 'Arcade', '2D', ""Shoot 'Em Up"", 'Level Editor', 'Action', 'Local Multiplayer', '4 Player Local', 'Casual', 'Arena Shooter']",510330.0
", ', C, a, s, u, a, l, ', ",Escape Rosecliff Island,"['Casual', 'Hidden Object', 'Puzzle', 'Adventure']",3600.0
", ', A, c, t, i, o, n, ', ,,  , ', A, d, v, e, n, t, u, r, e, ', ,,  , ', C, a, s, u, a, l, ', ,,  , ', I, n, d, i, e, ', ",Project: R.E.B.O.O.T 2,"['Action', 'Adventure', 'Indie', 'Casual']",575760.0
", ', S, t, r, a, t, e, g, y, ', ",Warlock 2: Spectacular Spell Pack,['Strategy'],320750.0
", ', A, c, t, i, o, n, ', ,,  , ', A, d, v, e, n, t, u, r, e, ', ,,  , ', I, n, d, i, e, ', ,,  , ', R, P, G, ', ",The Slimeking's Tower - Soundtrack,"['Action', 'Adventure', 'RPG', 'Indie']",678710.0
", ', S, i, m, u, l, a, t, i, o, n, ', ",BR Blue Class 08 Add-on Livery,['Simulation'],275804.0
", ', S, i, m, u, l, a, t, i, o, n, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",Europa Universalis IV: National Monuments II,"['Strategy', 'Simulation']",241368.0
", ', A, c, t, i, o, n, ', ",Saints Row: The Third - Bloodsucker Pack,['Action'],55393.0
", ', A, c, t, i, o, n, ', ,,  , ', A, d, v, e, n, t, u, r, e, ', ",Where Are They Now? Set,"['Action', 'Adventure']",333811.0
", ', R, P, G, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",Baldur's Gate: Siege of Dragonspear,"['Memes', 'RPG', 'Strategy', 'Isometric', 'Fantasy', 'CRPG', 'Classic', 'Story Rich', 'Multiplayer', 'Singleplayer']",385970.0
", ', S, i, m, u, l, a, t, i, o, n, ', ",TANE DLC - CO17-4174 ( Russian Loco and Tender ),['Simulation'],766442.0
", ', E, d, u, c, a, t, i, o, n, ', ",Typing Instructor for Kids Platinum 5 - Mac,['Education'],461540.0
", ', C, a, s, u, a, l, ', ,,  , ', I, n, d, i, e, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",Tick: The Time Based Puzzle Game,"['Strategy', 'Indie', 'Casual']",388010.0
", ', C, a, s, u, a, l, ', ,,  , ', S, i, m, u, l, a, t, i, o, n, ', ",Rocksmith® 2014 Edition – Remastered – Kenny Loggins - “Footloose”,"['Casual', 'Simulation']",509715.0
", ', A, c, t, i, o, n, ', ,,  , ', I, n, d, i, e, ', ,,  , ', S, p, o, r, t, s, ', ,,  , ', S, t, r, a, t, e, g, y, ', ,,  , ', E, a, r, l, y,  , A, c, c, e, s, s, ', ",MageQuit,"['Early Access', 'Action', 'Indie', 'Sports', 'Strategy', 'Local Multiplayer', 'Magic', 'Physics']",572220.0
", ', A, d, v, e, n, t, u, r, e, ', ",Assassin's Creed® III Tyranny of King Washington: The Infamy,['Adventure'],227130.0
", ', S, t, r, a, t, e, g, y, ', ",Elven Legacy: Magic,['Strategy'],42930.0
", ', A, c, t, i, o, n, ', ",DOOM 3 Resurrection of Evil,"['Action', 'FPS', 'Horror', 'Sci-fi', 'Dark', 'Atmospheric', 'Survival Horror', 'Shooter', 'Zombies', 'First-Person', 'Singleplayer']",9070.0
", ', R, a, c, i, n, g, ', ",FlatOut 4: Total Insanity Soundtrack Volume 1,['Racing'],600590.0
", ', S, i, m, u, l, a, t, i, o, n, ', ",Train Simulator: Cajon Pass Route Add-On,['Simulation'],208307.0
", ', S, t, r, a, t, e, g, y, ', ",COH 2 - German Skin: (H) Stalingrad Winter Pattern,['Strategy'],249108.0
", ', A, c, t, i, o, n, ', ,,  , ', A, d, v, e, n, t, u, r, e, ', ,,  , ', C, a, s, u, a, l, ', ,,  , ', F, r, e, e,  , t, o,  , P, l, a, y, ', ,,  , ', M, a, s, s, i, v, e, l, y,  , M, u, l, t, i, p, l, a, y, e, r, ', ,,  , ', R, P, G, ', ",Trove - Double Dragon Pack,"['Action', 'Adventure', 'Massively Multiplayer', 'Free to Play', 'Casual', 'RPG']",462920.0
", ', A, d, v, e, n, t, u, r, e, ', ,,  , ', I, n, d, i, e, ', ",Lost In Maze,"['Indie', 'Adventure', 'Casual']",763010.0
", ', F, r, e, e,  , t, o,  , P, l, a, y, ', ,,  , ', M, a, s, s, i, v, e, l, y,  , M, u, l, t, i, p, l, a, y, e, r, ', ,,  , ', R, P, G, ', ",ArcheAge - Erenor Eternal Starter Pack,"['Free to Play', 'Massively Multiplayer', 'RPG']",647860.0
", ', F, r, e, e,  , t, o,  , P, l, a, y, ', ,,  , ', I, n, d, i, e, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",Istrolid - Curves and Shadows,"['Strategy', 'Indie', 'Free to Play']",614180.0
", ', A, d, v, e, n, t, u, r, e, ', ,,  , ', I, n, d, i, e, ', ",レイジングループ,"['Adventure', 'Violent', 'Indie', 'Visual Novel', 'Anime']",648100.0
", ', I, n, d, i, e, ', ",Rolling Shapes,"['Indie', 'Puzzle', 'Sci-fi', 'Difficult', 'Singleplayer']",371280.0
", ', S, i, m, u, l, a, t, i, o, n, ', ,,  , ', E, a, r, l, y,  , A, c, c, e, s, s, ', ",Rogue System,"['Early Access', 'Simulation', 'Space Sim', 'Space']",366000.0
", ', I, n, d, i, e, ', ,,  , ', S, i, m, u, l, a, t, i, o, n, ', ",Aerofly FS 2 - Orbx - Monterey Regional Airport,"['Indie', 'Simulation']",771830.0
", ', A, d, v, e, n, t, u, r, e, ', ,,  , ', C, a, s, u, a, l, ', ,,  , ', I, n, d, i, e, ', ,,  , ', R, P, G, ', ",Dark Scavenger Demo,"['Adventure', 'RPG', 'Indie', 'Casual']",318780.0
", ', A, n, i, m, a, t, i, o, n,  , &, a, m, p, ;,  , M, o, d, e, l, i, n, g, ', ,,  , ', V, i, d, e, o,  , P, r, o, d, u, c, t, i, o, n, ', ",FaceRig Deadmau5 DLC,"['Video Production', 'Animation & Modeling']",420829.0
", ', R, P, G, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",Hyperdimension Neptunia Re;Birth2: Sisters Generation / 超次次元ゲイム ネプテューヌRe;Birth2,"['Anime', 'JRPG', 'Female Protagonist', 'Cute', 'RPG', 'Comedy', 'Turn-Based', 'Strategy', 'Singleplayer', 'Great Soundtrack', 'Funny', 'Story Rich', 'Turn-Based Combat', 'Visual Novel', 'Adventure', 'Nudity', 'Memes', 'Multiple Endings', 'Action']",351710.0
", ', A, c, t, i, o, n, ', ,,  , ', A, d, v, e, n, t, u, r, e, ', ,,  , ', C, a, s, u, a, l, ', ,,  , ', I, n, d, i, e, ', ",Mini Ghost,"['Action', 'Adventure', 'Casual', 'Indie', 'Metroidvania', 'Retro', 'Pixel Graphics', 'Level Editor', 'Platformer', 'Female Protagonist', '2D']",586880.0
", ', S, i, m, u, l, a, t, i, o, n, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",Ironclads 2: War of the Pacific,"['Simulation', 'Strategy']",549400.0
", ', S, t, r, a, t, e, g, y, ', ",Warlock 2: Wrath of the Nagas,['Strategy'],306150.0
", ', A, c, t, i, o, n, ', ,,  , ', I, n, d, i, e, ', ",Crystal Towers 2 Demo,"['Action', 'Indie']",396190.0
", ', A, c, t, i, o, n, ', ",Dead Rising 2: Off the Record COSPLAY Skills Pack,['Action'],45774.0
", ', A, d, v, e, n, t, u, r, e, ', ",Symphonic Rain,"['Visual Novel', 'Great Soundtrack', 'Music', 'Atmospheric', 'Adventure', 'Multiple Endings', 'Rhythm', 'Anime', 'Fantasy', 'Cute']",629650.0
", ', A, c, t, i, o, n, ', ,,  , ', A, d, v, e, n, t, u, r, e, ', ,,  , ', C, a, s, u, a, l, ', ,,  , ', I, n, d, i, e, ', ",Achievement Hunter: Darkness,"['Action', 'Adventure', 'Indie', 'Casual']",689990.0
", ', A, d, v, e, n, t, u, r, e, ', ,,  , ', I, n, d, i, e, ', ,,  , ', R, P, G, ', ",Heroine Anthem Zero - Original Soundtrack,"['Adventure', 'RPG', 'Indie', 'Side Scroller', '2D', 'Action RPG']",571670.0
", ', I, n, d, i, e, ', ,,  , ', S, i, m, u, l, a, t, i, o, n, ', ",Euro Truck Simulator 2 - Romanian Paint Jobs,"['Simulation', 'Indie']",558241.0
", ', C, a, s, u, a, l, ', ,,  , ', I, n, d, i, e, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",HueBots,"['Strategy', 'Indie', 'Casual', 'Puzzle']",397400.0
", ', A, c, t, i, o, n, ', ","Gigantus Tank, Bullet Girls Marking",['Action'],464205.0
", ', A, c, t, i, o, n, ', ,,  , ', I, n, d, i, e, ', ,,  , ', R, P, G, ', ",Indivisible Prototype Demo,"['Indie', 'RPG', 'Action', 'Female Protagonist', 'Platformer', 'Metroidvania']",421830.0
", ', A, c, t, i, o, n, ', ,,  , ', A, d, v, e, n, t, u, r, e, ', ",NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution - DLC5 Jinchuriki Costume Pack 2,"['Action', 'Adventure']",301894.0
